MAP_ROW,MAP_COL,FF_ROW,FF_COL,WIF_COL,WIF_ROW,DEFECT,MR,HR,HDI,MR2
2,60,1,3,18,42,OK,69.36,83.66,22.97,107.51
2,61,1,3,19,42,OK,99.68,87.71,24.42,152.24
2,62,1,3,20,42,OK,74.2,85.72,17.58,131.73
2,63,1,3,21,42,OK,65.89,88.41,20.64,101.63
2,64,1,3,22,42,OK,70.33,83.37,22.94,146.57
2,65,1,3,23,42,OK,107.94,74.97,22.31,107.66
2,66,1,3,24,42,OK,141.32,78.49,19.46,117.55
2,67,1,4,1,42,OK,75.17,89.29,22.63,130.37
2,68,1,4,2,42,OK,136.81,79.54,18.04,117.59
2,69,1,4,3,42,OK,141.71,87.24,18.96,154.33
2,70,1,4,4,42,OK,92.03,89.39,17.55,115.86
2,71,1,4,5,42,OK,83.97,72.79,20.06,137.37
2,72,1,4,6,42,OK,66.69,71.79,21.46,104.16
2,73,1,4,7,42,OK,102.85,86.18,20.4,133.15
2,74,1,4,8,42,OK,109.0,74.86,22.44,155.58
2,75,1,4,9,42,OK,57.63,71.27,19.13,107.61
2,76,1,4,10,42,OK,63.84,73.28,15.95,106.03
2,77,1,4,11,42,OK,60.09,89.18,17.87,153.55
2,78,1,4,12,42,OK,132.56,86.19,16.47,149.7
2,79,1,4,13,42,OK,123.49,86.61,22.52,145.54
2,80,1,4,14,42,OK,124.83,72.42,24.23,111.27
2,81,1,4,15,42,OK,106.92,82.05,16.96,123.1
2,82,1,4,16,42,OK,123.11,70.8,20.95,155.03
2,83,1,4,17,42,OK,113.06,76.1,20.12,112.03
2,84,1,4,18,42,OK,67.16,75.58,23.08,112.61
2,85,1,4,19,42,OK,147.69,72.36,24.07,115.57
2,86,1,4,20,42,OK,75.05,86.13,15.84,137.41
2,87,1,4,21,42,OK,126.82,88.37,22.85,147.77
2,88,1,4,22,42,OK,50.12,87.15,21.8,116.4
2,89,1,4,23,42,OK,110.83,70.76,22.94,155.76
2,90,1,4,24,42,OK,96.29,81.52,15.41,130.05
2,91,1,5,1,42,OK,71.17,83.74,24.26,144.87
2,92,1,5,2,42,OK,113.62,77.28,21.61,101.29
2,93,1,5,3,42,OK,87.23,83.2,20.94,101.31
2,94,1,5,4,42,OK,52.08,87.35,16.18,118.9
2,95,1,5,5,42,OK,70.83,86.62,24.96,139.9
2,96,1,5,6,42,OK,102.6,88.43,23.68,155.91
2,97,1,5,7,42,OK,73.71,72.96,17.71,105.75
2,98,1,5,8,42,OK,52.65,84.47,21.29,113.7
2,99,1,5,9,42,OK,100.48,88.3,23.07,111.61
2,100,1,5,10,42,OK,114.62,87.5,18.02,138.69
2,101,1,5,11,42,OK,91.36,88.48,23.33,144.56
2,102,1,5,12,42,OK,66.99,74.98,22.42,136.95
2,103,1,5,13,42,OK,113.93,74.6,18.64,128.14
2,104,1,5,14,42,OK,71.97,79.84,17.79,154.77
2,105,1,5,15,42,OK,101.76,77.05,22.87,107.92
2,106,1,5,16,42,OK,129.15,85.2,18.71,141.38
2,107,1,5,17,42,OK,68.76,79.06,15.57,115.5
2,108,1,5,18,42,OK,101.01,84.03,18.34,153.38
2,109,1,5,19,42,OK,129.21,74.16,22.34,118.29
2,110,1,5,20,42,S26,54.31,81.74,20.04,140.43
2,111,1,5,21,42,OK,86.59,82.43,21.31,142.59
2,112,1,5,22,42,OK,138.25,85.26,20.44,110.44
2,113,1,5,23,42,OK,129.96,76.24,15.19,125.08
2,114,1,5,24,42,OK,73.75,70.79,23.55,132.41
2,115,1,6,1,42,OK,88.59,89.14,18.05,118.19
2,116,1,6,2,42,OK,65.57,85.48,17.89,107.26
2,117,1,6,3,42,OK,135.45,83.88,24.93,134.45
2,118,1,6,4,42,OK,138.74,71.37,15.7,148.66
2,119,1,6,5,42,OK,78.57,71.07,15.76,142.08
2,120,1,6,6,42,OK,53.25,76.6,22.6,157.65
2,121,1,6,7,42,OK,86.7,85.38,17.82,159.26
3,59,1,3,17,43,OK,102.87,73.03,18.23,106.63
3,60,1,3,18,43,OK,77.77,73.08,21.04,156.24
3,61,1,3,19,43,OK,51.12,81.28,15.45,121.55
3,62,1,3,20,43,OK,138.53,88.6,22.26,115.58
3,63,1,3,21,43,OK,76.17,73.08,24.77,104.74
3,64,1,3,22,43,OK,59.59,89.61,21.08,132.03
3,65,1,3,23,43,OK,70.85,77.42,22.93,114.47
3,66,1,3,24,43,OK,113.12,85.33,22.09,120.12
3,67,1,4,1,43,OK,116.67,71.59,17.57,131.59
3,68,1,4,2,43,OK,113.18,71.99,17.18,127.64
3,69,1,4,3,43,OK,79.51,87.01,23.56,129.43
3,70,1,4,4,43,OK,135.76,71.59,18.31,130.91
3,71,1,4,5,43,OK,144.98,79.76,24.3,143.22
3,72,1,4,6,43,OK,71.72,71.48,24.23,147.37
3,73,1,4,7,43,OK,56.74,85.57,20.78,128.95
3,74,1,4,8,43,OK,120.34,76.3,19.65,111.12
3,75,1,4,9,43,OK,90.48,86.18,23.19,101.24
3,76,1,4,10,43,OK,71.1,82.05,19.96,155.42
3,77,1,4,11,43,OK,130.51,73.94,22.93,128.13
3,78,1,4,12,43,OK,123.64,83.87,16.9,140.42
3,79,1,4,13,43,OK,95.7,72.74,24.56,156.92
3,80,1,4,14,43,OK,98.77,71.97,24.91,136.24
3,81,1,4,15,43,OK,66.46,87.23,15.24,111.4
3,82,1,4,16,43,OK,80.91,70.33,20.57,105.66
3,83,1,4,17,43,OK,134.24,84.78,21.25,102.63
3,84,1,4,18,43,OK,91.28,85.07,21.05,129.01
3,85,1,4,19,43,OK,92.13,78.75,22.73,118.47
3,86,1,4,20,43,OK,132.44,75.86,18.97,139.12
3,87,1,4,21,43,OK,100.87,75.17,15.86,124.52
3,88,1,4,22,43,OK,143.79,86.57,21.83,132.82
3,89,1,4,23,43,OK,52.29,80.36,18.2,105.04
3,90,1,4,24,43,OK,105.83,87.46,21.88,150.04
3,91,1,5,1,43,OK,73.43,83.86,17.6,149.88
3,92,1,5,2,43,OK,64.02,85.77,18.69,113.75
3,93,1,5,3,43,OK,135.67,89.07,22.69,118.05
3,94,1,5,4,43,OK,53.18,72.01,18.89,113.82
3,95,1,5,5,43,OK,88.03,80.96,22.62,140.59
3,96,1,5,6,43,OK,138.45,72.97,24.14,104.07
3,97,1,5,7,43,OK,77.92,72.81,16.07,115.7
3,98,1,5,8,43,OK,148.07,80.63,21.89,109.79
3,99,1,5,9,43,OK,60.09,81.47,15.93,124.91
3,100,1,5,10,43,OK,103.91,88.62,21.89,127.85
3,101,1,5,11,43,OK,74.38,74.78,16.56,100.01
3,102,1,5,12,43,OK,118.49,86.08,20.96,132.37
3,103,1,5,13,43,OK,115.38,84.49,22.94,109.31
3,104,1,5,14,43,OK,57.79,74.36,15.95,113.21
3,105,1,5,15,43,OK,90.7,84.86,15.97,108.64
3,106,1,5,16,43,OK,57.93,80.01,15.95,119.88
3,107,1,5,17,43,OK,144.13,72.77,16.54,120.04
3,108,1,5,18,43,OK,57.96,75.14,17.2,134.87
3,109,1,5,19,43,OK,79.62,86.74,16.42,125.57
3,110,1,5,20,43,OK,82.89,85.11,24.76,125.29
3,111,1,5,21,43,OK,84.83,74.37,21.82,155.42
3,112,1,5,22,43,OK,126.63,86.35,23.96,112.98
3,113,1,5,23,43,OK,79.95,73.19,15.16,140.44
3,114,1,5,24,43,OK,92.22,88.05,15.02,122.15
3,115,1,6,1,43,OK,100.03,80.19,17.86,146.37
3,116,1,6,2,43,OK,66.87,79.01,18.28,133.69
3,117,1,6,3,43,OK,91.24,88.99,18.04,103.75
3,118,1,6,4,43,OK,83.33,76.06,18.0,109.38
3,119,1,6,5,43,OK,81.65,85.7,24.89,124.93
3,120,1,6,6,43,OK,73.5,71.4,20.26,126.21
3,121,1,6,7,43,OK,132.79,72.73,16.79,140.91
3,122,1,6,8,43,OK,67.4,80.56,16.38,143.9
4,58,1,3,16,44,OK,71.16,85.81,24.77,157.15
4,59,1,3,17,44,OK,56.68,87.49,21.52,110.64
4,60,1,3,18,44,OK,80.3,79.75,24.24,115.81
4,61,1,3,19,44,OK,145.59,82.63,19.19,138.77
4,62,1,3,20,44,OK,65.98,73.65,21.03,151.11
4,63,1,3,21,44,OK,119.56,73.57,19.46,104.31
4,64,1,3,22,44,OK,116.78,78.39,24.53,138.34
4,65,1,3,23,44,OK,133.03,77.44,19.08,125.94
4,66,1,3,24,44,OK,78.48,80.76,23.61,136.47
4,67,1,4,1,44,OK,77.07,81.09,18.9,111.42
4,68,1,4,2,44,OK,67.16,74.25,17.95,123.18
4,69,1,4,3,44,OK,144.71,87.87,20.33,145.98
4,70,1,4,4,44,OK,58.64,72.36,22.82,119.87
4,71,1,4,5,44,OK,140.32,76.28,17.02,158.37
4,72,1,4,6,44,OK,143.2,83.83,18.23,135.07
4,73,1,4,7,44,OK,142.2,76.55,18.04,102.13
4,74,1,4,8,44,OK,127.69,71.97,19.1,113.09
4,75,1,4,9,44,OK,132.93,82.1,16.53,147.35
4,76,1,4,10,44,OK,85.99,86.81,24.75,146.89
4,77,1,4,11,44,OK,110.27,74.7,24.77,156.35
4,78,1,4,12,44,OK,83.06,76.39,20.46,131.72
4,79,1,4,13,44,OK,123.88,87.3,17.38,115.2
4,80,1,4,14,44,OK,65.57,87.46,22.75,154.38
4,81,1,4,15,44,OK,93.87,74.79,15.01,149.44
4,82,1,4,16,44,OK,91.64,73.01,22.21,100.73
4,83,1,4,17,44,OK,76.26,79.1,22.16,119.21
4,84,1,4,18,44,OK,139.48,71.29,18.92,156.23
4,85,1,4,19,44,OK,64.02,81.64,15.52,120.54
4,86,1,4,20,44,OK,137.11,75.6,22.2,128.25
4,87,1,4,21,44,OK,144.11,86.36,16.75,133.18
4,88,1,4,22,44,OK,92.42,85.51,23.79,158.09
4,89,1,4,23,44,OK,106.32,85.37,15.44,123.67
4,90,1,4,24,44,OK,89.82,78.01,17.83,117.5
4,91,1,5,1,44,OK,103.15,78.2,16.97,124.51
4,92,1,5,2,44,OK,139.49,71.39,16.49,107.73
4,93,1,5,3,44,OK,102.44,89.89,18.19,123.83
4,94,1,5,4,44,OK,124.25,82.17,15.02,101.75
4,95,1,5,5,44,OK,144.67,76.13,21.39,145.52
4,96,1,5,6,44,OK,52.47,78.78,19.96,109.02
4,97,1,5,7,44,OK,127.02,84.73,23.27,157.54
4,98,1,5,8,44,OK,104.88,87.89,18.57,124.81
4,99,1,5,9,44,OK,119.47,85.89,17.69,101.6
4,100,1,5,10,44,OK,78.73,84.13,18.54,101.38
4,101,1,5,11,44,OK,115.33,78.13,23.69,141.8
4,102,1,5,12,44,OK,143.35,77.67,16.93,133.68
4,103,1,5,13,44,OK,104.23,85.34,19.01,148.34
4,104,1,5,14,44,OK,92.11,75.46,21.97,104.86
4,105,1,5,15,44,OK,71.15,70.27,24.48,157.29
4,106,1,5,16,44,OK,130.84,85.59,18.72,137.06
4,107,1,5,17,44,OK,121.15,81.06,17.55,105.76
4,108,1,5,18,44,OK,122.68,80.48,18.89,150.87
4,109,1,5,19,44,OK,59.04,88.57,15.57,138.02
4,110,1,5,20,44,OK,120.42,83.16,17.49,120.92
4,111,1,5,21,44,OK,127.99,78.59,16.37,101.27
4,112,1,5,22,44,OK,126.11,84.08,23.03,135.92
4,113,1,5,23,44,OK,131.08,74.76,20.84,156.17
4,114,1,5,24,44,OK,68.38,76.19,20.17,146.89
4,115,1,6,1,44,OK,114.3,82.17,18.92,108.03
4,116,1,6,2,44,OK,95.22,79.19,15.13,123.73
4,117,1,6,3,44,OK,141.58,82.72,18.23,147.51
4,118,1,6,4,44,OK,63.66,87.62,24.42,140.03
4,119,1,6,5,44,OK,109.3,70.68,18.28,110.15
4,120,1,6,6,44,OK,106.2,77.06,15.5,136.75
4,121,1,6,7,44,OK,64.98,89.81,18.8,128.86
4,122,1,6,8,44,OK,141.87,77.57,16.2,122.75
4,123,1,6,9,44,OK,63.93,88.52,24.64,120.09
5,58,1,3,16,45,OK,132.25,79.57,19.85,115.37
5,59,1,3,17,45,OK,70.55,81.55,17.09,133.7
5,60,1,3,18,45,OK,143.14,78.53,15.55,106.39
5,61,1,3,19,45,OK,141.21,72.96,21.68,111.05
5,62,1,3,20,45,OK,75.12,87.32,22.64,111.05
5,63,1,3,21,45,OK,121.76,87.74,20.56,111.4
5,64,1,3,22,45,OK,65.19,82.52,18.35,145.61
5,65,1,3,23,45,OK,64.63,73.93,17.97,138.04
5,66,1,3,24,45,OK,136.81,81.22,24.99,100.72
5,67,1,4,1,45,OK,148.36,82.44,23.3,139.68
5,68,1,4,2,45,OK,140.62,85.11,24.36,127.76
5,69,1,4,3,45,OK,111.33,79.41,15.0,116.4
5,70,1,4,4,45,OK,136.74,84.35,16.13,132.29
5,71,1,4,5,45,OK,147.3,79.41,18.6,145.57
5,72,1,4,6,45,OK,118.15,86.86,17.41,134.29
5,73,1,4,7,45,OK,90.74,86.63,18.61,102.28
5,74,1,4,8,45,OK,117.46,86.08,19.21,130.79
5,75,1,4,9,45,OK,129.9,80.22,22.23,103.35
5,76,1,4,10,45,OK,79.22,77.15,21.91,109.08
5,77,1,4,11,45,OK,79.44,76.95,16.97,125.04
5,78,1,4,12,45,OK,145.64,81.45,21.53,133.06
5,79,1,4,13,45,OK,66.94,75.15,16.99,120.31
5,80,1,4,14,45,S26,54.13,71.89,15.96,115.87
5,81,1,4,15,45,OK,60.81,84.78,19.15,107.98
5,82,1,4,16,45,OK,70.79,79.87,16.88,147.65
5,83,1,4,17,45,OK,96.51,81.67,24.45,101.44
5,84,1,4,18,45,OK,138.95,83.57,17.01,159.8
5,85,1,4,19,45,OK,121.81,74.25,15.0,103.0
5,86,1,4,20,45,OK,122.82,81.93,15.5,152.97
5,87,1,4,21,45,OK,80.22,76.76,18.55,152.37
5,88,1,4,22,45,OK,125.01,79.48,23.04,109.83
5,89,1,4,23,45,OK,138.38,81.92,18.65,101.25
5,90,1,4,24,45,OK,118.53,75.68,19.46,159.38
5,91,1,5,1,45,OK,127.49,73.25,21.07,109.21
5,92,1,5,2,45,OK,125.04,81.17,24.32,110.35
5,93,1,5,3,45,OK,96.88,87.79,22.12,146.47
5,94,1,5,4,45,OK,105.4,85.48,19.95,153.92
5,95,1,5,5,45,OK,118.29,78.39,23.08,125.41
5,96,1,5,6,45,OK,113.78,77.55,24.53,155.44
5,97,1,5,7,45,OK,147.56,81.83,24.48,108.6
5,98,1,5,8,45,OK,132.77,82.21,22.26,115.75
5,99,1,5,9,45,OK,104.08,82.48,16.71,149.75
5,100,1,5,10,45,OK,51.94,73.46,15.5,118.13
5,101,1,5,11,45,OK,121.19,84.89,18.08,147.58
5,102,1,5,12,45,OK,123.29,70.45,18.51,141.75
5,103,1,5,13,45,OK,144.38,81.38,18.35,106.86
5,104,1,5,14,45,OK,84.59,76.63,17.27,101.12
5,105,1,5,15,45,OK,118.43,89.49,17.44,101.52
5,106,1,5,16,45,OK,64.17,77.67,15.69,151.38
5,107,1,5,17,45,OK,146.4,70.89,16.16,139.09
5,108,1,5,18,45,OK,102.71,70.99,15.81,111.67
5,109,1,5,19,45,OK,81.46,84.79,16.14,136.05
5,110,1,5,20,45,OK,107.71,75.05,19.84,158.6
5,111,1,5,21,45,OK,56.16,87.86,24.25,140.74
5,112,1,5,22,45,OK,137.48,71.18,23.86,141.16
5,113,1,5,23,45,OK,89.51,83.42,17.79,109.77
5,114,1,5,24,45,OK,86.09,72.9,21.87,112.97
5,115,1,6,1,45,OK,74.3,85.88,21.76,135.09
5,116,1,6,2,45,OK,109.68,80.75,23.37,145.44
5,117,1,6,3,45,OK,79.07,75.73,19.44,101.25
5,118,1,6,4,45,OK,123.57,76.4,22.03,112.39
5,119,1,6,5,45,OK,93.17,85.78,20.66,159.36
5,120,1,6,6,45,OK,87.07,81.3,19.31,138.27
5,121,1,6,7,45,OK,138.96,74.31,21.26,153.91
5,122,1,6,8,45,OK,116.83,70.87,24.67,140.38
5,123,1,6,9,45,OK,52.91,70.97,22.1,139.66
6,57,1,3,15,46,OK,65.87,73.41,23.12,112.32
6,58,1,3,16,46,OK,77.33,70.69,17.57,153.72
6,59,1,3,17,46,OK,135.39,70.57,24.04,156.88
6,60,1,3,18,46,OK,96.77,78.35,16.38,156.7
6,61,1,3,19,46,OK,106.96,84.89,16.12,131.31
6,62,1,3,20,46,OK,122.23,80.38,23.28,122.89
6,63,1,3,21,46,OK,90.9,84.09,20.8,107.86
6,64,1,3,22,46,OK,116.69,79.36,19.14,103.93
6,65,1,3,23,46,OK,70.73,75.84,22.8,129.57
6,66,1,3,24,46,OK,98.6,81.03,23.87,114.09
6,67,1,4,1,46,OK,72.74,82.81,18.17,130.81
6,68,1,4,2,46,OK,108.67,71.57,22.07,151.41
6,69,1,4,3,46,OK,81.39,75.16,17.59,138.79
6,70,1,4,4,46,OK,74.39,73.21,15.25,148.74
6,71,1,4,5,46,OK,125.1,70.53,16.45,145.68
6,72,1,4,6,46,OK,139.68,76.5,23.33,147.25
6,73,1,4,7,46,OK,87.63,82.28,17.54,144.19
6,74,1,4,8,46,OK,146.91,88.19,22.66,123.91
6,75,1,4,9,46,OK,53.6,74.81,16.91,109.4
6,76,1,4,10,46,OK,78.79,73.88,18.06,151.39
6,77,1,4,11,46,OK,80.84,83.87,15.52,157.48
6,78,1,4,12,46,OK,65.95,86.13,23.66,159.27
6,79,1,4,13,46,OK,62.3,79.27,21.1,114.19
6,80,1,4,14,46,OK,128.18,89.45,18.86,107.99
6,81,1,4,15,46,OK,141.98,84.78,21.79,125.21
6,82,1,4,16,46,OK,126.53,86.23,20.86,148.74
6,83,1,4,17,46,OK,67.28,75.79,21.55,128.77
6,84,1,4,18,46,OK,66.97,82.16,15.96,148.12
6,85,1,4,19,46,OK,121.95,83.59,18.63,152.25
6,86,1,4,20,46,OK,80.63,78.07,20.71,111.24
6,87,1,4,21,46,OK,77.97,73.09,18.21,130.28
6,88,1,4,22,46,OK,120.58,73.53,24.39,111.45
6,89,1,4,23,46,OK,104.08,81.7,20.67,141.04
6,90,1,4,24,46,OK,56.68,88.48,17.05,126.65
6,91,1,5,1,46,OK,133.26,74.74,20.3,151.61
6,92,1,5,2,46,OK,113.46,71.15,16.87,135.77
6,93,1,5,3,46,OK,149.67,81.27,21.99,116.94
6,94,1,5,4,46,OK,59.69,89.76,16.9,117.3
6,95,1,5,5,46,OK,136.65,77.41,23.47,159.54
6,96,1,5,6,46,OK,145.05,71.3,18.37,125.21
6,97,1,5,7,46,OK,95.48,87.34,18.56,123.02
6,98,1,5,8,46,OK,58.07,79.47,22.05,153.15
6,99,1,5,9,46,OK,141.48,71.89,21.03,132.81
6,100,1,5,10,46,OK,101.59,84.09,24.89,111.37
6,101,1,5,11,46,OK,83.16,78.25,16.74,157.23
6,102,1,5,12,46,OK,91.64,86.35,15.19,102.59
6,103,1,5,13,46,OK,52.18,89.25,18.41,113.51
6,104,1,5,14,46,OK,53.76,83.36,18.69,118.96
6,105,1,5,15,46,OK,144.71,80.5,24.22,113.09
6,106,1,5,16,46,OK,148.98,83.48,18.81,139.82
6,107,1,5,17,46,OK,144.05,88.7,17.63,133.31
6,108,1,5,18,46,OK,54.62,73.63,15.63,146.22
6,109,1,5,19,46,OK,54.59,70.95,21.96,102.72
6,110,1,5,20,46,OK,60.19,79.55,20.42,110.41
6,111,1,5,21,46,OK,148.47,84.38,24.63,114.84
6,112,1,5,22,46,OK,110.21,82.54,15.64,152.55
6,113,1,5,23,46,OK,115.65,80.04,20.6,156.78
6,114,1,5,24,46,OK,145.56,88.38,23.07,141.73
6,115,1,6,1,46,OK,78.56,80.35,22.84,150.41
6,116,1,6,2,46,OK,114.19,80.36,15.59,128.92
6,117,1,6,3,46,OK,137.9,85.01,16.0,159.39
6,118,1,6,4,46,OK,121.39,82.64,19.36,140.79
6,119,1,6,5,46,OK,134.34,83.26,24.56,119.45
6,120,1,6,6,46,OK,62.62,73.11,21.57,151.34
6,121,1,6,7,46,OK,102.7,77.68,16.67,124.18
6,122,1,6,8,46,OK,127.0,75.29,21.3,141.06
6,123,1,6,9,46,OK,119.35,72.53,20.8,101.65
6,124,1,6,10,46,OK,73.79,73.84,16.3,154.13
7,56,1,3,14,47,OK,142.67,77.66,17.13,158.29
7,57,1,3,15,47,OK,143.91,73.04,20.42,149.45
7,58,1,3,16,47,OK,84.08,70.66,17.24,133.53
7,59,1,3,17,47,OK,86.4,70.57,20.54,122.29
7,60,1,3,18,47,OK,133.49,78.81,20.98,143.48
7,61,1,3,19,47,OK,102.71,80.75,23.32,134.34
7,62,1,3,20,47,OK,107.81,71.96,20.2,138.68
7,63,1,3,21,47,OK,102.55,78.64,18.61,149.4
7,64,1,3,22,47,OK,132.37,73.92,16.81,124.83
7,65,1,3,23,47,OK,55.35,80.76,22.59,138.83
7,66,1,3,24,47,OK,104.47,70.42,15.25,153.51
7,67,1,4,1,47,OK,104.46,79.3,15.98,114.48
7,68,1,4,2,47,OK,66.9,71.11,19.82,158.95
7,69,1,4,3,47,OK,69.81,83.92,17.2,145.8
7,70,1,4,4,47,OK,132.41,87.93,19.84,158.93
7,71,1,4,5,47,OK,69.16,71.39,21.58,137.62
7,72,1,4,6,47,OK,108.56,71.92,21.73,127.94
7,73,1,4,7,47,OK,137.25,86.78,23.54,135.92
7,74,1,4,8,47,OK,136.6,85.79,23.41,129.49
7,75,1,4,9,47,OK,109.11,89.8,24.98,135.61
7,76,1,4,10,47,OK,72.04,76.23,19.39,126.02
7,77,1,4,11,47,OK,134.86,84.46,15.89,148.97
7,78,1,4,12,47,OK,142.33,79.3,18.55,143.19
7,79,1,4,13,47,OK,118.64,76.28,16.48,141.25
7,80,1,4,14,47,OK,103.53,82.16,22.24,137.22
7,81,1,4,15,47,OK,63.64,74.94,24.73,110.99
7,82,1,4,16,47,OK,62.13,72.08,19.67,128.44
7,83,1,4,17,47,OK,118.99,87.72,24.01,140.88
7,84,1,4,18,47,OK,100.98,81.61,21.65,136.12
7,85,1,4,19,47,OK,142.71,75.57,17.25,153.78
7,86,1,4,20,47,OK,89.85,84.81,23.65,152.2
7,87,1,4,21,47,OK,136.2,84.85,17.28,108.64
7,88,1,4,22,47,OK,102.74,80.5,23.27,159.98
7,89,1,4,23,47,OK,70.74,81.36,24.41,155.04
7,90,1,4,24,47,OK,111.58,89.95,24.72,116.74
7,91,1,5,1,47,OK,90.87,80.42,21.86,105.41
7,92,1,5,2,47,OK,86.9,86.43,24.86,133.12
7,93,1,5,3,47,OK,135.61,77.66,17.29,101.54
7,94,1,5,4,47,OK,80.67,82.51,18.89,115.2
7,95,1,5,5,47,OK,149.2,89.15,23.86,121.99
7,96,1,5,6,47,OK,143.44,84.9,16.5,121.27
7,97,1,5,7,47,OK,64.74,82.09,19.6,144.21
7,98,1,5,8,47,OK,72.94,76.88,17.08,101.63
7,99,1,5,9,47,OK,104.84,83.35,19.94,141.36
7,100,1,5,10,47,OK,58.29,80.6,18.58,111.62
7,101,1,5,11,47,OK,61.24,87.66,17.99,112.8
7,102,1,5,12,47,OK,84.0,84.58,21.67,120.58
7,103,1,5,13,47,OK,63.34,82.15,23.65,140.83
7,104,1,5,14,47,OK,103.23,87.74,22.26,118.6
7,105,1,5,15,47,OK,110.46,87.63,22.36,142.23
7,106,1,5,16,47,OK,101.33,70.36,18.85,120.19
7,107,1,5,17,47,OK,129.11,71.36,20.88,140.03
7,108,1,5,18,47,OK,95.28,83.14,22.4,106.89
7,109,1,5,19,47,OK,110.03,78.19,21.86,151.47
7,110,1,5,20,47,OK,61.28,76.75,15.27,100.34
7,111,1,5,21,47,OK,130.13,89.81,23.25,137.5
7,112,1,5,22,47,OK,145.95,74.0,20.01,139.36
7,113,1,5,23,47,OK,149.77,72.81,15.82,150.23
7,114,1,5,24,47,OK,140.75,84.09,16.45,117.0
7,115,1,6,1,47,OK,79.14,87.98,24.06,100.1
7,116,1,6,2,47,OK,124.49,82.28,17.45,132.86
