MAP_ROW,MAP_COL,FF_ROW,FF_COL,WIF_COL,WIF_ROW,DEFECT,MR,HR,HDI,MR2
2,74,1,4,8,42,OK,114.16,79.61,20.77,126.45
2,75,1,4,9,42,OK,142.44,79.48,20.83,124.33
2,76,1,4,10,42,OK,112.91,79.33,20.8,129.38
2,77,1,4,11,42,OK,122.81,79.57,21.1,130.35
2,78,1,4,12,42,OK,116.04,79.62,21.11,136.25
2,79,1,4,13,42,OK,125.16,79.6,20.94,116.43
2,80,1,4,14,42,OK,130.95,79.64,21.3,121.48
2,81,1,4,15,42,OK,111.59,79.26,21.23,135.86
2,82,1,4,16,42,OK,115.26,79.6,21.41,150.55
2,83,1,4,17,42,OK,116.54,79.44,21.26,109.91
2,84,1,4,18,42,OK,150.3,79.52,21.14,113.89
2,85,1,4,19,42,OK,121.93,79.79,21.53,122.2
2,86,1,4,20,42,OK,137.46,79.69,21.2,129.56
2,87,1,4,21,42,OK,114.68,79.74,21.36,104.1
2,88,1,4,22,42,OK,115.53,79.47,21.12,122.26
2,89,1,4,23,42,OK,122.85,79.68,20.96,113.17
2,90,1,4,24,42,OK,134.97,79.89,21.19,122.66
2,91,1,5,1,42,OK,118.59,79.76,21.39,132.78
2,92,1,5,2,42,OK,119.71,79.48,21.66,116.38
2,93,1,5,3,42,OK,132.95,79.13,21.09,107.88
2,94,1,5,4,42,OK,110.02,79.08,21.57,117.84
2,95,1,5,5,42,OK,118.21,79.15,21.21,125.56
2,96,1,5,6,42,OK,140.45,79.59,21.27,139.77
2,97,1,5,7,42,OK,122.58,79.35,21.17,131.82
2,98,1,5,8,42,OK,128.15,79.33,20.92,111.31
2,99,1,5,9,42,OK,117.01,78.94,21.33,119.98
2,100,1,5,10,42,OK,123.04,78.99,21.02,137.73
2,101,1,5,11,42,OK,123.67,79.28,20.93,129.95
2,102,1,5,12,42,OK,155.38,79.27,21.44,137.62
2,103,1,5,13,42,OK,100.07,79.49,21.37,164.54
2,104,1,5,14,42,OK,104.81,79.51,21.1,152.75
2,105,1,5,15,42,OK,130.63,79.68,21.5,121.84
2,106,1,5,16,42,OK,121.01,79.73,21.02,131.51
2,107,1,5,17,42,OK,117.15,79.48,21.24,111.8
2,108,1,5,18,42,OK,113.97,79.56,21.31,149.57
2,109,1,5,19,42,OK,119.25,79.47,21.07,114.28
2,110,1,5,20,42,S26,,79.33,,114.1
2,111,1,5,21,42,OK,107.03,79.37,21.45,129.76
2,112,1,5,22,42,OK,118.37,78.86,21.4,149.08
2,113,1,5,23,42,OK,117.24,78.91,21.37,113.42
2,114,1,5,24,42,OK,120.64,79,21.44,126.19
2,115,1,6,1,42,OK,113.46,79.45,21.58,117.22
2,116,1,6,2,42,OK,120.23,78.87,21.76,108.42
2,117,1,6,3,42,OK,116.77,78.53,21.57,118.22
2,118,1,6,4,42,OK,128.83,78.48,21.52,112.76
2,119,1,6,5,42,OK,117.9,78.74,21.73,115.33
2,120,1,6,6,42,OK,114.97,78.81,21.88,122.62
2,121,1,6,7,42,OK,125.39,78.78,21.6,116.73
3,59,1,3,17,43,OK,117.62,79.12,20.85,132.72
3,60,1,3,18,43,OK,104.58,79.09,21.01,119
3,61,1,3,19,43,OK,110.65,79.06,21.01,102.24
3,62,1,3,20,43,OK,115.55,79.12,21.16,129.51
3,63,1,3,21,43,OK,114.47,79.11,20.94,149.92
3,64,1,3,22,43,OK,114.16,78.94,21.27,108.79
3,65,1,3,23,43,OK,117.27,79.09,20.88,127
3,66,1,3,24,43,OK,124.77,78.85,21.11,114.04
3,67,1,4,1,43,OK,108.21,79.45,21.44,122.69
3,68,1,4,2,43,OK,107.31,79.63,21.23,116.34
3,69,1,4,3,43,OK,108.43,79.59,21.18,104.22
3,70,1,4,4,43,OK,114.24,79.43,21.11,109.31
3,71,1,4,5,43,OK,129.4,79.27,21.09,105.88
3,72,1,4,6,43,OK,115.64,79.44,21.01,131.21
3,73,1,4,7,43,OK,146.88,79.51,21.03,109.52
3,74,1,4,8,43,OK,112.25,79.39,20.86,106.62
3,75,1,4,9,43,OK,112.91,79.49,20.78,118.23
3,76,1,4,10,43,OK,91.39,79.68,20.88,114.65
3,77,1,4,11,43,OK,139.07,79.62,20.99,143.11
3,78,1,4,12,43,OK,116.29,79.6,20.92,124.37
3,79,1,4,13,43,OK,106.33,79.56,21.63,104.65
3,80,1,4,14,43,OK,117.59,79.91,20.99,142.81
3,81,1,4,15,43,OK,120.32,79.6,21.04,118.45
3,82,1,4,16,43,OK,106.9,79.56,21.14,125.94
3,83,1,4,17,43,OK,131.9,79.66,21.41,113.28
3,84,1,4,18,43,OK,121.26,79.6,21.12,109.85
3,85,1,4,19,43,OK,109.23,79.76,21.52,127.98
3,86,1,4,20,43,OK,123.57,79.65,21.23,112.87
3,87,1,4,21,43,OK,112.14,80.01,21.33,129.49
3,88,1,4,22,43,OK,115.43,79.55,21.37,106.6
3,89,1,4,23,43,OK,103.42,79.7,21.01,120.01
3,90,1,4,24,43,OK,111.57,79.61,21.18,114.38
3,91,1,5,1,43,OK,124.33,79.78,21.19,124.58
3,92,1,5,2,43,OK,103.26,79.49,21.49,134.57
3,93,1,5,3,43,OK,115.64,79.29,21.25,117.53
3,94,1,5,4,43,OK,118.1,79.02,21.41,117.64
3,95,1,5,5,43,OK,144.05,79.31,21.31,119.85
3,96,1,5,6,43,OK,119.15,79.43,21.18,104.9
3,97,1,5,7,43,OK,122.53,79.18,21.51,111.69
3,98,1,5,8,43,OK,131.76,79.18,21.21,119.43
3,99,1,5,9,43,OK,114.99,79.13,21.32,115.04
3,100,1,5,10,43,OK,105.12,79.39,21.44,120.24
3,101,1,5,11,43,OK,132.37,79.61,21.04,142.01
3,102,1,5,12,43,OK,123.18,79.53,21.63,134.04
3,103,1,5,13,43,OK,105.04,79.68,21.53,148.65
3,104,1,5,14,43,OK,143.72,79.87,21.54,119.5
3,105,1,5,15,43,OK,138.66,79.52,21.26,114.21
3,106,1,5,16,43,OK,115.31,79.51,21.07,140
3,107,1,5,17,43,OK,115.81,79.54,21.36,78.86
3,108,1,5,18,43,OK,118.43,79.35,20.93,111.26
3,109,1,5,19,43,OK,115.52,79.76,21.32,120.44
3,110,1,5,20,43,OK,128.51,79.7,21.33,118.49
3,111,1,5,21,43,OK,128.21,79.48,21.41,108.34
3,112,1,5,22,43,OK,154.26,78.96,21.32,114.78
3,113,1,5,23,43,OK,117.5,78.98,21.44,121.12
3,114,1,5,24,43,OK,124.83,79.39,21.29,112.28
3,115,1,6,1,43,OK,124.73,79.8,21.4,111
3,116,1,6,2,43,OK,105.91,79.02,21.85,122.83
3,117,1,6,3,43,OK,110.41,78.63,21.6,110.05
3,118,1,6,4,43,OK,113.98,78.82,21.73,128.58
3,119,1,6,5,43,OK,125.9,79.02,21.51,117
3,120,1,6,6,43,OK,132.07,78.76,21.49,112.93
3,121,1,6,7,43,OK,152.22,78.86,22.02,101.32
3,122,1,6,8,43,OK,136.26,79.06,21.52,135.91
4,58,1,3,16,44,OK,108.95,79.17,21.3,102.02
4,59,1,3,17,44,OK,104.59,79.08,20.56,120.01
4,60,1,3,18,44,OK,117.15,79.19,20.98,103.49
4,61,1,3,19,44,OK,115.5,78.97,20.98,127.58
4,62,1,3,20,44,OK,164.43,79.19,21.17,116.3
4,63,1,3,21,44,OK,117.6,79.03,21.27,104.84
4,64,1,3,22,44,OK,122.49,78.88,21.29,134.22
4,65,1,3,23,44,OK,114.01,78.96,21.04,116.32
4,66,1,3,24,44,OK,103.65,78.91,21.27,112.99
4,67,1,4,1,44,OK,112.47,79.36,21.11,128.48
4,68,1,4,2,44,OK,110.88,79.18,20.9,118.49
4,69,1,4,3,44,OK,105.03,79.4,21.49,105.41
4,70,1,4,4,44,OK,120.47,79.41,21.32,116.55
4,71,1,4,5,44,OK,123.03,79.36,21.03,134.11
4,72,1,4,6,44,OK,126.06,79.6,21.14,118.89
4,73,1,4,7,44,OK,104.35,79.47,21.08,114.67
4,74,1,4,8,44,OK,127.31,79.56,20.95,131.56
4,75,1,4,9,44,OK,117.2,79.39,20.89,118.67
4,76,1,4,10,44,OK,134.64,79.7,21.01,121.4
4,77,1,4,11,44,OK,121.16,79.86,21,115.66
4,78,1,4,12,44,OK,133.19,79.44,20.93,111.12
4,79,1,4,13,44,OK,118.85,79.67,20.92,109.77
4,80,1,4,14,44,OK,116.38,79.5,20.97,109.95
4,81,1,4,15,44,OK,112.97,79.39,21.1,107.99
4,82,1,4,16,44,OK,107.95,79.55,21.27,111.3
4,83,1,4,17,44,OK,121.05,79.65,21.2,163.02
4,84,1,4,18,44,OK,113.92,79.19,21.3,112.12
4,85,1,4,19,44,OK,110.26,79.72,21.55,137.92
4,86,1,4,20,44,OK,102.57,79.72,21.08,129.93
4,87,1,4,21,44,OK,116.15,79.91,21.11,97.22
4,88,1,4,22,44,OK,110.87,79.64,21.33,108.29
4,89,1,4,23,44,OK,133.04,79.75,21.01,118.08
4,90,1,4,24,44,OK,118.14,79.85,21.36,109.78
4,91,1,5,1,44,OK,123.43,79.71,21.15,123.96
4,92,1,5,2,44,OK,105,79.33,21.23,127.09
4,93,1,5,3,44,OK,121.88,79.26,21.48,135.28
4,94,1,5,4,44,OK,120.66,79.19,21.37,119.99
4,95,1,5,5,44,OK,134.73,79.18,21.37,116.16
4,96,1,5,6,44,OK,125.85,79.54,21.39,114.76
4,97,1,5,7,44,OK,117.41,79.42,21.28,124.48
4,98,1,5,8,44,OK,118.29,79.08,21.33,129.12
4,99,1,5,9,44,OK,112.78,79.39,21.36,128.43
4,100,1,5,10,44,OK,128.26,79.29,21.15,126.98
4,101,1,5,11,44,OK,117.69,79.13,21.24,123.69
4,102,1,5,12,44,OK,116.46,79.3,21.28,120.03
4,103,1,5,13,44,OK,106.58,79.43,21.29,127.63
4,104,1,5,14,44,OK,117.43,79.65,21.62,111.59
4,105,1,5,15,44,OK,113.42,79.47,21.52,120.76
4,106,1,5,16,44,OK,121.47,79.27,21.41,120.62
4,107,1,5,17,44,OK,130.14,79.35,21.49,126.2
4,108,1,5,18,44,OK,122.47,79.28,21.47,144.27
4,109,1,5,19,44,OK,113.69,79.61,21.24,120.66
4,110,1,5,20,44,OK,122.39,79.27,21.33,164.66
4,111,1,5,21,44,OK,116.34,79.41,21.67,136.62
4,112,1,5,22,44,OK,162.07,79.38,21.19,112.92
4,113,1,5,23,44,OK,112.35,78.99,21.44,110.2
4,114,1,5,24,44,OK,121.18,79.2,21.5,137.25
4,115,1,6,1,44,OK,111.4,79.75,21.69,110.71
4,116,1,6,2,44,OK,111.77,79.04,21.72,107.31
4,117,1,6,3,44,OK,145.1,78.79,21.68,137.81
4,118,1,6,4,44,OK,123.64,78.57,21.95,121.22
4,119,1,6,5,44,OK,113.56,78.76,21.61,121.2
4,120,1,6,6,44,OK,128.88,79.01,21.75,111.88
4,121,1,6,7,44,OK,132.19,78.83,21.64,117.48
4,122,1,6,8,44,OK,125.4,79.13,21.63,136.91
4,123,1,6,9,44,OK,102.42,79.05,21.67,110.67
5,58,1,3,16,45,OK,95.19,79.44,21.2,101.76
5,59,1,3,17,45,OK,110.19,79.25,20.67,105.49
5,60,1,3,18,45,OK,117.8,79.32,20.94,118.36
5,61,1,3,19,45,OK,106.73,79.58,21.08,111.18
5,62,1,3,20,45,OK,102.9,79.23,21.26,127.77
5,63,1,3,21,45,OK,110.05,79.21,21.51,110.67
5,64,1,3,22,45,OK,140.85,79.33,21.54,102.82
5,65,1,3,23,45,OK,123.68,78.91,21.07,155.38
5,66,1,3,24,45,OK,112.74,78.87,20.9,133.32
5,67,1,4,1,45,OK,131.54,79.47,21.12,118.64
5,68,1,4,2,45,OK,125.61,79.35,21.13,137.29
5,69,1,4,3,45,OK,106.84,79.95,21.18,107.56
5,70,1,4,4,45,OK,118.49,79.43,21.02,110.24
5,71,1,4,5,45,OK,114.84,79.58,21.15,105.16
5,72,1,4,6,45,OK,117.06,79.54,21.21,124.05
5,73,1,4,7,45,OK,109.8,79.42,20.97,143.16
5,74,1,4,8,45,OK,134.42,79.61,20.85,120.32
5,75,1,4,9,45,OK,100.15,79.56,20.87,119.86
5,76,1,4,10,45,OK,112.1,79.77,20.94,106.7
5,77,1,4,11,45,OK,131.18,79.75,20.97,126.5
5,78,1,4,12,45,OK,130.66,79.52,20.96,112.4
5,79,1,4,13,45,OK,152.02,79.76,21.09,133.26
5,80,1,4,14,45,S26,,79.85,,116.25
5,81,1,4,15,45,OK,125.74,79.91,21.12,109.79
5,82,1,4,16,45,OK,124.11,79.54,21.4,115.72
5,83,1,4,17,45,OK,97.49,79.85,21.2,117.97
5,84,1,4,18,45,OK,114.69,79.59,21.05,105.82
5,85,1,4,19,45,OK,126.08,79.83,21.23,113.15
5,86,1,4,20,45,OK,134.02,80,21.01,135.26
5,87,1,4,21,45,OK,113.07,80.09,21.35,120.21
5,88,1,4,22,45,OK,118.31,80.05,21.4,120.71
5,89,1,4,23,45,OK,120.65,79.93,21.12,111.49
5,90,1,4,24,45,OK,116.92,79.99,21.39,120.88
5,91,1,5,1,45,OK,111.37,79.97,21.37,116.09
5,92,1,5,2,45,OK,130.77,79.58,21.81,135.33
5,93,1,5,3,45,OK,118.74,79.61,21.4,126.44
5,94,1,5,4,45,OK,81.51,80.37,21.23,128.75
5,95,1,5,5,45,OK,140.85,79.78,21.41,123.07
5,96,1,5,6,45,OK,125.64,79.45,21.52,116.56
5,97,1,5,7,45,OK,119.45,77.4,21.44,124.72
5,98,1,5,8,45,OK,111.31,79.6,21.36,112.08
5,99,1,5,9,45,OK,127.77,79.34,21.22,113.77
5,100,1,5,10,45,OK,136.79,79.44,21.45,124.28
5,101,1,5,11,45,OK,123.16,79.75,21.3,121.86
5,102,1,5,12,45,OK,100.56,79.55,21.61,139.95
5,103,1,5,13,45,OK,117.1,79.85,21.39,111.66
5,104,1,5,14,45,OK,114.1,79.95,21.39,114.44
5,105,1,5,15,45,OK,113.31,79.42,21.24,130.03
5,106,1,5,16,45,OK,118.95,79.58,21.19,118.71
5,107,1,5,17,45,OK,142.35,79.45,21.52,117.24
5,108,1,5,18,45,OK,144.16,79.75,21.34,112.53
5,109,1,5,19,45,OK,119.19,79.57,21.49,111.83
5,110,1,5,20,45,OK,129.79,79.61,21.57,110.74
5,111,1,5,21,45,OK,115.94,79.59,21.39,117.52
5,112,1,5,22,45,OK,113.59,79.51,21.16,128.11
5,113,1,5,23,45,OK,104.57,79.42,21.57,129.8
5,114,1,5,24,45,OK,109.81,79.49,21.37,107.27
5,115,1,6,1,45,OK,138.77,79.39,21.6,154.27
5,116,1,6,2,45,OK,137.66,78.83,21.84,111.88
5,117,1,6,3,45,OK,118.03,78.81,21.64,123.89
5,118,1,6,4,45,OK,119.69,78.61,21.71,116.6
5,119,1,6,5,45,OK,131.46,78.86,21.67,122.13
5,120,1,6,6,45,OK,119.77,79.17,21.52,130.13
5,121,1,6,7,45,OK,129.87,79.12,21.71,135.62
5,122,1,6,8,45,OK,108.63,79.8,21.47,145.4
5,123,1,6,9,45,OK,116.44,79.88,21.75,110.94
6,57,1,3,15,46,OK,98.64,79.54,21,112.3
6,58,1,3,16,46,OK,117.85,79.45,21.63,100.28
6,59,1,3,17,46,OK,103.76,79.31,20.35,121.83
6,60,1,3,18,46,OK,103.53,79,21.22,113.16
6,61,1,3,19,46,OK,131.42,79.35,21.18,119.4
6,62,1,3,20,46,OK,125.58,79.13,21.1,127.27
6,63,1,3,21,46,OK,125.24,79.34,21.39,111.1
6,64,1,3,22,46,OK,135.35,78.66,21.41,108.05
6,65,1,3,23,46,OK,122.25,78.86,20.96,126.17
6,66,1,3,24,46,OK,136.04,78.99,21.13,104.27
6,67,1,4,1,46,OK,113.42,79.47,21.29,115.54
6,68,1,4,2,46,OK,115.75,79.49,21.11,128.68
6,69,1,4,3,46,OK,105.53,79.68,21.28,107.56
6,70,1,4,4,46,OK,122.86,79.42,21.2,136.13
6,71,1,4,5,46,OK,118.02,79.44,21.42,110.82
6,72,1,4,6,46,OK,108.11,79.5,20.88,122.5
6,73,1,4,7,46,OK,123.3,79.23,21.08,108.59
6,74,1,4,8,46,OK,120.11,79.53,20.92,114.89
6,75,1,4,9,46,OK,113.41,79.61,21.16,105.4
6,76,1,4,10,46,OK,111.89,79.65,21.2,114.15
6,77,1,4,11,46,OK,114,79.62,20.88,122.3
6,78,1,4,12,46,OK,115.38,79.46,20.73,127.65
6,79,1,4,13,46,OK,120.48,79.69,21.22,130.77
6,80,1,4,14,46,OK,122.87,79.72,21.02,115.18
6,81,1,4,15,46,OK,119.67,79.79,20.98,127.55
6,82,1,4,16,46,OK,134.51,79.78,21.19,130.08
6,83,1,4,17,46,OK,106.68,79.56,21.13,124.91
6,84,1,4,18,46,OK,113.94,79.69,21.22,120.97
6,85,1,4,19,46,OK,179.07,79.93,21.49,110.48
6,86,1,4,20,46,OK,124.23,79.89,21.18,125.61
6,87,1,4,21,46,OK,117.19,79.87,21.23,120.3
6,88,1,4,22,46,OK,116.93,79.92,21.19,136.4
6,89,1,4,23,46,OK,127.61,79.71,21.47,109.25
6,90,1,4,24,46,OK,114.72,79.63,21.35,129.05
6,91,1,5,1,46,OK,121.4,79.61,21.06,115.93
6,92,1,5,2,46,OK,118.23,79.44,21.16,120.08
6,93,1,5,3,46,OK,117.41,79.48,21.16,109.17
6,94,1,5,4,46,OK,115.33,80.2,21.58,113.59
6,95,1,5,5,46,OK,113.98,79.36,21.14,125.81
6,96,1,5,6,46,OK,132.8,79.63,21.22,130.61
6,97,1,5,7,46,OK,134.17,79.14,21.41,131.69
6,98,1,5,8,46,OK,119.02,79.24,21.27,128.06
6,99,1,5,9,46,OK,126.77,79.43,21.46,115.24
6,100,1,5,10,46,OK,109,79.51,21.35,140.25
6,101,1,5,11,46,OK,111.3,79.59,21.48,125.5
6,102,1,5,12,46,OK,112.39,79.5,21.41,109.03
6,103,1,5,13,46,OK,122.22,79.71,21.43,141.63
6,104,1,5,14,46,OK,141.23,79.94,21.31,121.21
6,105,1,5,15,46,OK,110.5,79.43,21.27,145.32
6,106,1,5,16,46,OK,111.5,79.41,21.15,119.57
6,107,1,5,17,46,OK,114.86,79.81,21.1,129.4
6,108,1,5,18,46,OK,137.3,79.88,20.96,135.57
6,109,1,5,19,46,OK,116.64,79.54,21.19,120.61
6,110,1,5,20,46,OK,131.62,79.07,21.32,140.68
6,111,1,5,21,46,OK,134.83,79.21,21.44,118.37
6,112,1,5,22,46,OK,132.53,79.25,21.57,116.44
6,113,1,5,23,46,OK,142.99,79.19,21.32,118.71
6,114,1,5,24,46,OK,120.68,79.38,21.36,111.81
6,115,1,6,1,46,OK,115.81,79.13,21.42,128.61
6,116,1,6,2,46,OK,129.3,78.87,21.64,122.48
6,117,1,6,3,46,OK,134.31,78.83,21.74,121.47
6,118,1,6,4,46,OK,113.37,78.67,21.45,113.1
6,119,1,6,5,46,OK,107.04,78.74,21.62,129.37
6,120,1,6,6,46,OK,129.19,79.04,21.55,115.53
6,121,1,6,7,46,OK,125.76,78.91,21.42,134.05
6,122,1,6,8,46,OK,128.36,79.5,21.48,126.46
6,123,1,6,9,46,OK,139.86,79.53,22.07,121.83
6,124,1,6,10,46,OK,106.49,78.8,21.57,109.71
7,56,1,3,14,47,OK,106.53,79.69,21.52,110.33
7,57,1,3,15,47,OK,103.1,79.35,20.97,131.53
7,58,1,3,16,47,OK,124.63,79.47,20.94,111.53
7,59,1,3,17,47,OK,101.29,79.32,20.82,100.35
7,60,1,3,18,47,OK,130.96,79.14,21.14,125.82
7,61,1,3,19,47,OK,112.98,79.24,21.05,122.9
7,62,1,3,20,47,OK,121.65,79.39,21.26,129.93
7,63,1,3,21,47,OK,165.45,79.06,21.32,127.77
7,64,1,3,22,47,OK,105.8,78.94,21.57,109.84
7,65,1,3,23,47,OK,107.52,79.03,21.02,114.03
7,66,1,3,24,47,OK,117.01,79.19,21.23,110.19
7,67,1,4,1,47,OK,119.11,79.47,21.3,131.54
7,68,1,4,2,47,OK,102.79,79.52,21.39,107.93
7,69,1,4,3,47,OK,122.5,79.68,21.56,102.11
7,70,1,4,4,47,OK,108.22,79.27,21.34,126.46
7,71,1,4,5,47,OK,125.7,79.52,21.36,111.79
7,72,1,4,6,47,OK,107.86,79.6,21.06,126.49
7,73,1,4,7,47,OK,126.43,79.44,21.15,108.06
7,74,1,4,8,47,OK,107.55,79.83,21.03,103.68
7,75,1,4,9,47,OK,137.49,79.61,21.02,108.62
7,76,1,4,10,47,OK,100.84,79.45,20.78,115.86
7,77,1,4,11,47,OK,113.15,79.71,20.88,137.36
7,78,1,4,12,47,OK,109.16,79.65,20.82,127.6
7,79,1,4,13,47,OK,128.53,79.73,21.03,106.97
7,80,1,4,14,47,OK,116.32,79.87,21.4,109.05
7,81,1,4,15,47,OK,115.5,80.03,21.35,119.03
7,82,1,4,16,47,OK,121.59,79.74,21.12,115.34
7,83,1,4,17,47,OK,120.73,79.62,20.96,121.82
7,84,1,4,18,47,OK,141.71,79.88,21.06,116.52
7,85,1,4,19,47,OK,119.71,79.89,21.18,116.81
7,86,1,4,20,47,OK,124.92,80.23,21.39,116.76
7,87,1,4,21,47,OK,133.46,79.98,21.49,113.68
7,88,1,4,22,47,OK,127.38,80.07,21.02,135.28
7,89,1,4,23,47,OK,112.48,79.78,21.83,111.89
7,90,1,4,24,47,OK,113.53,80.11,21.24,104.54
7,91,1,5,1,47,OK,109.66,80.05,21.15,118.2
7,92,1,5,2,47,OK,110.41,79.59,21.27,116.17
7,93,1,5,3,47,OK,112.79,79.55,21.45,143.86
7,94,1,5,4,47,OK,145.22,80.05,21.5,158.47
7,95,1,5,5,47,OK,118.67,79.83,21.44,105.29
7,96,1,5,6,47,OK,127.08,79.63,21.53,125.16
7,97,1,5,7,47,OK,143.21,79.51,21.66,129.73
7,98,1,5,8,47,OK,117.87,79.54,21.27,118.68
7,99,1,5,9,47,OK,148.9,79.4,21.25,117.64
7,100,1,5,10,47,OK,110.99,79.76,21.18,124.92
7,101,1,5,11,47,OK,147.38,79.47,21.37,110.84
7,102,1,5,12,47,OK,120.98,79.67,21.39,133.39
7,103,1,5,13,47,OK,115.54,79.77,21.2,118.84
7,104,1,5,14,47,OK,116.03,79.63,21.44,118.31
7,105,1,5,15,47,OK,108.12,79.32,21.39,117.72
7,106,1,5,16,47,OK,139.32,79.36,21.39,117.45
7,107,1,5,17,47,OK,107.44,79.6,21.21,121.13
7,108,1,5,18,47,OK,131.3,79.41,21.57,118.62
7,109,1,5,19,47,OK,128.8,79.53,21.13,121.93
7,110,1,5,20,47,OK,117.69,79.59,21.49,111.37
7,111,1,5,21,47,OK,122.34,79.41,21.47,116.58
7,112,1,5,22,47,OK,144.47,79.5,22.24,128.09
7,113,1,5,23,47,OK,117.14,79.38,21.51,113.09
7,114,1,5,24,47,OK,106.76,79.4,21.51,111.75
7,115,1,6,1,47,OK,125.15,78.68,21.55,132.27
7,116,1,6,2,47,OK,105.71,78.98,21.92,112.31
7,117,1,6,3,47,OK,117.44,78.79,21.75,126.49
